,id,title,image_url,recipe_url,rating_avg,rating_val,total_time,category,cuisine,ingredients
982,983,Easy lamb biryani,https://food-images.files.bbci.co.uk/food/recipes/easy_lamb_biryani_46729_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_lamb_biryani_46729,4.375,8,840,Main course,Indian,"leg of lamb, pomegranate, lime, garlic, onion, chilli pepper, vegetable oil, milk, double cream, yoghurt, salt, ginger, cumin, coriander, chilli powder, cardamom, mint, saffron, basmati rice"
983,984,Easy lemon drizzle cake,https://food-images.files.bbci.co.uk/food/recipes/easy_lemon_drizzle_cake_78533_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_lemon_drizzle_cake_78533,4.306666667,75,90,Cakes and baking,British,"lemon, egg, caster sugar, self-raising flour, butter"
984,985,Easy lentil curry,https://food-images.files.bbci.co.uk/food/recipes/lentilcurry_83629_16x9.jpg,https://www.bbc.co.uk/food/recipes/lentilcurry_83629,4.631578947,19,60,Main course,Indian,"garlic, tomato purée, olive oil, double cream, black pepper, cumin, turmeric, curry powder, cardamom, vegetable stock, chapatis"
985,986,Easy mince pies,https://food-images.files.bbci.co.uk/food/recipes/mymincepies_71055_16x9.jpg,https://www.bbc.co.uk/food/recipes/mymincepies_71055,5,11,90,Cakes and baking,British,"orange, mincemeat, egg, caster sugar, salt, ground almonds, butter, plain flour"
986,987,Easy minestrone soup,https://food-images.files.bbci.co.uk/food/recipes/easy_minestrone_30989_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_minestrone_30989,4.5,8,90,Main course,Italian,"onion, celery, chopped tomatoes, vegetable oil, parmesan, black pepper, oregano, beef stock, cannellini beans, pasta"
987,988,Easy mulled wine,https://food-images.files.bbci.co.uk/food/recipes/mulledwine_84959_16x9.jpg,https://www.bbc.co.uk/food/recipes/mulledwine_84959,5,3,40,Drinks and cocktails,British,"orange, lemon, brown sugar, cinnamon, cloves, star anise, red wine"
988,989,Easy mushroom risotto,https://food-images.files.bbci.co.uk/food/recipes/easy_mushroom_risotto_25588_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_mushroom_risotto_25588,3.333333333,21,60,Main course,Italian,"garlic, onion, mushroom, olive oil, parmesan, rosemary, vegetable stock, white wine, risotto rice"
989,990,Easy mushroom stroganoff,https://food-images.files.bbci.co.uk/food/recipes/mushroom_stroganoff_with_83256_16x9.jpg,https://www.bbc.co.uk/food/recipes/mushroom_stroganoff_with_83256,4.634920635,63,60,Main course, ,"lemon, garlic, onion, mushroom, olive oil, soured cream, black pepper, paprika, English mustard, vegetable stock, white rice"
990,991,Easy no-churn ice cream,https://food-images.files.bbci.co.uk/food/recipes/no-churn_ice_cream_72012_16x9.jpg,https://www.bbc.co.uk/food/recipes/no-churn_ice_cream_72012,4.705882353,17,120,Desserts, ,"raisins, strawberry, egg, double cream, stem ginger, caster sugar, vanilla extract, coffee essence, brandy"
991,992,Easy no-yeast pizza,https://food-images.files.bbci.co.uk/food/recipes/quick_cheats_pizza_88026_16x9.jpg,https://www.bbc.co.uk/food/recipes/quick_cheats_pizza_88026,4.427184466,103,60,Main course, ,"garlic, chopped tomatoes, yoghurt, mozzarella, caster sugar, baking powder, self-raising flour, black pepper, salt, mixed herbs"
992,993,Easy okonomiyaki,https://food-images.files.bbci.co.uk/food/recipes/easy_okonomiyaki_78828_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_okonomiyaki_78828,4.794871795,39,60,Main course,Japanese,"spring onion, white cabbage, sunflower oil, sesame oil, egg, honey, salt, soy sauce, worcestershire sauce, ketchup, plain flour"
993,994,Easy pad Thai,https://food-images.files.bbci.co.uk/food/recipes/padthai_67953_16x9.jpg,https://www.bbc.co.uk/food/recipes/padthai_67953,4,3,60, ,Thai and South-East Asian,"prawn, lime, lime juice, garlic, egg, brown sugar, coriander, dried chilli, fish sauce, ketchup, peanuts, noodles"
994,995,Easy pancakes,https://food-images.files.bbci.co.uk/food/recipes/easy_pancakes_13875_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_pancakes_13875,4.8,5,40,Brunch,American,"bacon, avocado, banana, spinach, vegetable oil, egg, milk, self-raising flour, maple syrup"
995,996,Easy panettone,https://food-images.files.bbci.co.uk/food/recipes/panettone_07948_16x9.jpg,https://www.bbc.co.uk/food/recipes/panettone_07948,4.272727273,11,180,Cakes and baking,Italian,"raisins, orange juice, vegetable oil, egg, milk, candied peel, strong white flour, caster sugar, vanilla extract, yeast, salt, flaked almonds, Marsala wine, butter"
996,997,Easy Parsi fish patia,https://food-images.files.bbci.co.uk/food/recipes/easy_parsi_fish_patia_65877_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_parsi_fish_patia_65877,5,9,60,Main course,Indian,"salmon, lime, garlic, onion, tomato purée, vegetable oil, caster sugar, salt, coriander, turmeric, chilli powder, vinegar, coriander seeds"
997,998,Easy patatas bravas,https://food-images.files.bbci.co.uk/food/recipes/patatas_bravas_72566_16x9.jpg,https://www.bbc.co.uk/food/recipes/patatas_bravas_72566,4.833333333,6,60,Light meals & snacks,Spanish,"tomato, potato, olive oil, salt, dried chilli, smoked paprika, red wine vinegar, Tabasco"
998,999,Easy piri-piri chicken,https://food-images.files.bbci.co.uk/food/recipes/piri-piri_chicken_98511_16x9.jpg,https://www.bbc.co.uk/food/recipes/piri-piri_chicken_98511,5,1,180,Main course,Portuguese,"whole chicken, lemon, garlic, onion, chilli pepper, brown sugar, parsley, salt, oregano, smoked paprika, white wine vinegar, worcestershire sauce"
999,1000,Easy Portuguese custard tarts ,https://food-images.files.bbci.co.uk/food/recipes/brunos_portuguese_70548_16x9.jpg,https://www.bbc.co.uk/food/recipes/brunos_portuguese_70548,2.947368421,19,60,Cakes and baking,Portuguese,"lemon, egg, milk, cornflour, caster sugar, puff pastry, vanilla pod, cinnamon, plain flour"
1000,1001,Easy potato and pea samosas,https://food-images.files.bbci.co.uk/food/recipes/potatoandpeasamosas_86618_16x9.jpg,https://www.bbc.co.uk/food/recipes/potatoandpeasamosas_86618,4.117647059,17,90,Light meals & snacks,Indian,"mango, onion, potato, peas, vegetable oil, salt, ginger, cumin, coriander, chilli powder, garam masala, nigella seeds, mustard seeds, coriander seeds, filo pastry, butter"
1001,1002,Easy rhubarb cake ,https://food-images.files.bbci.co.uk/food/recipes/easy_rhubarb_cake_39568_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_rhubarb_cake_39568,4.545454545,22,150,Cakes and baking,British,"rhubarb, egg, caster sugar, baking powder, self-raising flour, vanilla extract, ground almonds, butter"
1002,1003,Easy sausage casserole,https://food-images.files.bbci.co.uk/food/recipes/sausage_and_butterbean_96450_16x9.jpg,https://www.bbc.co.uk/food/recipes/sausage_and_butterbean_96450,4.545454545,11,90,Main course,British,"pork sausage, garlic, onion, chopped tomatoes, olive oil, parsley, black pepper, mixed herbs, chicken stock, butter beans, bread"
1003,1004,Easy sausage pasta bake,https://food-images.files.bbci.co.uk/food/recipes/penne_and_sausage_pasta_30949_16x9.jpg,https://www.bbc.co.uk/food/recipes/penne_and_sausage_pasta_30949,4.580645161,31,90,Main course, ,"pork sausage, garlic, onion, tomato, olive oil, milk, black pepper, vegetable stock, pasta, butter, plain flour"
1004,1005,Easy scones,https://food-images.files.bbci.co.uk/food/recipes/homemadescones_73976_16x9.jpg,https://www.bbc.co.uk/food/recipes/homemadescones_73976,4.5625,16,90,Cakes and baking,British,"milk, caster sugar, baking powder, self-raising flour, salt, butter, plain flour"
1005,1006,Easy slow cooker beef stew,https://food-images.files.bbci.co.uk/food/recipes/slow_cooker_beef_stew_24305_16x9.jpg,https://www.bbc.co.uk/food/recipes/slow_cooker_beef_stew_24305,5,8,150,Main course,British,"braising steak, lardons, onion, carrot, celery, potato, tomato purée, yeast, black pepper, salt, bay leaf, mixed herbs, beef stock, plain flour"
1006,1007,Easy smoked salmon and cream cheese canapés,https://food-images.files.bbci.co.uk/food/recipes/smoked_salmon_and_cream_28632_16x9.jpg,https://www.bbc.co.uk/food/recipes/smoked_salmon_and_cream_28632,4.8,5,60,Starters & nibbles, ,"smoked salmon, lemon, egg, buttermilk, cream cheese, oats, wholemeal flour, caster sugar, baking powder, bicarbonate of soda, treacle, black pepper, salt, chives, Irish stout, butter, plain flour"
1007,1008,Easy spaghetti and meatballs,https://food-images.files.bbci.co.uk/food/recipes/meatballs_with_tomato_70221_16x9.jpg,https://www.bbc.co.uk/food/recipes/meatballs_with_tomato_70221,4.95,20,60,Main course,Italian,"beef mince, garlic, chopped tomatoes, vegetable oil, egg, caster sugar, black pepper, mixed herbs, spaghetti, breadcrumbs"
1008,1009,Easy spaghetti bolognese,https://food-images.files.bbci.co.uk/food/recipes/easy_spaghetti_bolognese_93639_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_spaghetti_bolognese_93639,4.494117647,85,90,Main course,Italian,"beef mince, garlic, onion, carrot, tomato, olive oil, black pepper, beef stock, spaghetti"
1009,1010,Easy spaghetti vongole,https://food-images.files.bbci.co.uk/food/recipes/spaghettivongole_88988_16x9.jpg,https://www.bbc.co.uk/food/recipes/spaghettivongole_88988,4.333333333,3,60,Main course,Italian,"anchovies, clams, garlic, chopped tomatoes, olive oil, parsley, black pepper, spaghetti"
1010,1011,Easy Spanish chicken ,https://food-images.files.bbci.co.uk/food/recipes/easy_spanish_chicken_09987_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_spanish_chicken_09987,4.507692308,65,60,Main course,Spanish,"chicken breast, chorizo, onion, courgette, chopped tomatoes, tomato purée, olive oil, parsley, black pepper, oregano, dried chilli, chicken stock, green beans, butter beans, red wine, long-grain rice"
1011,1012,Easy sticky toffee pudding with toffee sauce,https://food-images.files.bbci.co.uk/food/recipes/easy_sticky_toffee_46584_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_sticky_toffee_46584,5,11,90,Desserts,British,"date, egg, double cream, ice cream, sugar, self-raising flour, vanilla extract, bicarbonate of soda, treacle, demerara sugar, golden syrup, butter"
1012,1013,Easy summer pudding,https://food-images.files.bbci.co.uk/food/recipes/summerpudding_90295_16x9.jpg,https://www.bbc.co.uk/food/recipes/summerpudding_90295,4.857142857,7,730,Desserts,British,"blackcurrant, caster sugar, white bread"
1013,1014,Easy sweet and sour pork,https://ichef.bbci.co.uk/images/ic/640xn/p0195l30.jpg,https://www.bbc.co.uk/food/recipes/sweetandsourpork_89259,5,2,60,Main course,Chinese,"pork loin, pineapple, lime juice, chinese cabbage, peanut oil, black pepper, dried chilli, soy sauce, peanuts, dry sherry, white rice"
1014,1015,Easy sweetcorn chowder ,https://food-images.files.bbci.co.uk/food/recipes/sweetcorn_chowder_20226_16x9.jpg,https://www.bbc.co.uk/food/recipes/sweetcorn_chowder_20226,5,4,40,Light meals & snacks,American,"onion, chilli pepper, sweetcorn, new potatoes, olive oil, black pepper, vegetable stock"
1015,1016,Easy tandoori chicken,https://food-images.files.bbci.co.uk/food/recipes/homemade_tandoori_63396_16x9.jpg,https://www.bbc.co.uk/food/recipes/homemade_tandoori_63396,4.75,4,780,Main course,Indian,"chicken leg, lemon, chilli pepper, yoghurt, sugar, salt, mint"
1016,1017,Easy tortilla pizza with Parma ham,https://food-images.files.bbci.co.uk/food/recipes/easy_pizza_with_parma_02334_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_pizza_with_parma_02334,4.090909091,11,60,Main course,Italian,"salami, Parma ham, anchovies, olive, capers, garlic, tomato, courgette, mushroom, rocket, chopped tomatoes, tomato purée, parmesan, mozzarella, black pepper, basil, oregano"
1017,1018,Easy tuna salad pot,https://food-images.files.bbci.co.uk/food/recipes/layered_tuna_salad_pot_57760_16x9.jpg,https://www.bbc.co.uk/food/recipes/layered_tuna_salad_pot_57760,5,5,60,Main course, ,"tinned tuna, carrot, cherry tomatoes, salad leaves, olive oil, black pepper, balsamic vinegar, brown rice"
1018,1019,Easy turkey curry,https://food-images.files.bbci.co.uk/food/recipes/turkey_curry_45626_16x9.jpg,https://www.bbc.co.uk/food/recipes/turkey_curry_45626,5,3,90,Main course, ,"turkey breast, tamarind, garlic, onion, chilli pepper, potato, spinach, sunflower oil, caster sugar, ginger, thyme, coriander, beef stock, almond, coriander seeds, coconut milk"
1019,1020,Easy vegetarian tacos,https://food-images.files.bbci.co.uk/food/recipes/easy_vegetarian_tacos_88736_16x9.jpg,https://www.bbc.co.uk/food/recipes/easy_vegetarian_tacos_88736,4.375,8,60,Main course,Mexican,"avocado, lemon, sweetcorn, chopped tomatoes, tomato purée, soured cream, cheddar, coriander, oregano, dried chilli, cannellini beans, taco"
1020,1021,Easy white bread,https://food-images.files.bbci.co.uk/food/recipes/paul_hollywoods_crusty_83536_16x9.jpg,https://www.bbc.co.uk/food/recipes/paul_hollywoods_crusty_83536,4.349514563,103,180,Cakes and baking, ,"sunflower oil, strong white flour, yeast, salt, butter"
1021,1022,Éclair roll,https://food-images.files.bbci.co.uk/food/recipes/eclair_roll_08690_16x9.jpg,https://www.bbc.co.uk/food/recipes/eclair_roll_08690,4.75,4,120,Desserts, ,"egg, double cream, whipping cream, caramel, caster sugar, dark chocolate, milk chocolate, salt, butter, plain flour"
1022,1023,Egg and bacon pie,https://food-images.files.bbci.co.uk/food/recipes/egg_and_bacon_pie_09677_16x9.jpg,https://www.bbc.co.uk/food/recipes/egg_and_bacon_pie_09677,4.375,8,90,Main course,British,"bacon, sunflower oil, egg, milk, black pepper, salt, butter, plain flour"
1023,1024,Egg custard tarts,https://food-images.files.bbci.co.uk/food/recipes/egg_custard_tarts_15352_16x9.jpg,https://www.bbc.co.uk/food/recipes/egg_custard_tarts_15352,2.8,50,120,Cakes and baking,British,"egg, milk, caster sugar, nutmeg, ground almonds, butter, plain flour"
1024,1025,Egg fried rice with tomatoes,https://food-images.files.bbci.co.uk/food/recipes/eggfriedrice_89260_16x9.jpg,https://www.bbc.co.uk/food/recipes/eggfriedrice_89260,4,3,60, ,Chinese,"tomato, spring onion, peanut oil, sesame oil, egg, white pepper, soy sauce, white rice"
1025,1026,Egg fu yung wrap with chilli sauce,https://food-images.files.bbci.co.uk/food/recipes/eggfuyoungwithroaste_89264_16x9.jpg,https://www.bbc.co.uk/food/recipes/eggfuyoungwithroaste_89264,5,2,40,Light meals & snacks,Chinese,"whole chicken, bacon, spring onion, salad leaves, shiitake mushroom, peanut oil, egg, black pepper, white pepper, soy sauce, chilli sauce"
1026,1027,Egg rolls,https://food-images.files.bbci.co.uk/food/recipes/egg_rolls_46445_16x9.jpg,https://www.bbc.co.uk/food/recipes/egg_rolls_46445,4.771428571,70,40,Light meals & snacks, ,"olive, garlic, tomato, mushroom, vegetable oil, egg, parsley, black pepper, wraps"
1027,1028,Egg tortilla pie,https://food-images.files.bbci.co.uk/food/recipes/egg_tortilla_pie_60712_16x9.jpg,https://www.bbc.co.uk/food/recipes/egg_tortilla_pie_60712,3.2,5,60,Brunch, ,"ham, olive oil, egg, cheddar, salt, flour tortilla"
1028,1029,"Egg, bacon and asparagus flan",https://food-images.files.bbci.co.uk/food/recipes/egg_bacon_and_asparagus_32159_16x9.jpg,https://www.bbc.co.uk/food/recipes/egg_bacon_and_asparagus_32159,4.428571429,7,120,Main course, ,"bacon, onion, asparagus, olive oil, sunflower oil, egg, milk, cheddar, cornflour, black pepper, salt, filo pastry"
1029,1030,Eggnog,https://food-images.files.bbci.co.uk/food/recipes/egg_nog_64580_16x9.jpg,https://www.bbc.co.uk/food/recipes/egg_nog_64580,4.764705882,17,30,Drinks and cocktails,British,"egg, milk, double cream, caster sugar, nutmeg, rum"
1030,1031,Eggs Arnold Bennett ,https://ichef.bbci.co.uk/images/ic/640xn/p01s10wz.jpg,https://www.bbc.co.uk/food/recipes/eggs_arnold_bennett_69867,5,7,60,Brunch,British,"Smoked haddock, egg, milk, cheddar, black pepper, bay leaf, butter, plain flour"
1031,1032,Eggs Benedict,https://food-images.files.bbci.co.uk/food/recipes/eggs_benedict_10471_16x9.jpg,https://www.bbc.co.uk/food/recipes/eggs_benedict_10471,4,11,60,Brunch,American,"smoked salmon, shallot, egg, caster sugar, black pepper, salt, bay leaf, chives, white wine vinegar, English muffin, butter"
1032,1033,Eggs Benedict Florentine ,https://food-images.files.bbci.co.uk/food/recipes/eggs_benedict_florentine_33122_16x9.jpg,https://www.bbc.co.uk/food/recipes/eggs_benedict_florentine_33122,4.333333333,6,60,Brunch,American,"bacon, spinach, egg, black pepper, white wine vinegar, vinegar, English muffin, butter"
1033,1034,Eggs Florentine,https://food-images.files.bbci.co.uk/food/recipes/eggsflorentine_88979_16x9.jpg,https://www.bbc.co.uk/food/recipes/eggsflorentine_88979,4,5,40,Brunch,British,"lemon juice, spinach, egg, white pepper, English muffin, butter"
1034,1035,Eggy bread,https://food-images.files.bbci.co.uk/food/recipes/eggy_bread_11076_16x9.jpg,https://www.bbc.co.uk/food/recipes/eggy_bread_11076,5,11,40,Brunch,British,"vegetable oil, egg, milk, black pepper, ketchup, bread"
1035,1036,Eight-strand plaited loaf,https://food-images.files.bbci.co.uk/food/recipes/eight-strand_plaited_57815_16x9.jpg,https://www.bbc.co.uk/food/recipes/eight-strand_plaited_57815,3.416666667,12,180,Cakes and baking, ,"olive oil, sunflower oil, flour, yeast, salt, bread"
1036,1037,Emergency brownies,https://food-images.files.bbci.co.uk/food/recipes/emergency_brownies_43976_16x9.jpg,https://www.bbc.co.uk/food/recipes/emergency_brownies_43976,4.681818182,22,60,Cakes and baking, ,"egg, brown sugar, vanilla extract, cocoa powder, milk chocolate, golden syrup, salt, walnut, butter, plain flour"
1037,1038,Energy balls,https://food-images.files.bbci.co.uk/food/recipes/energy_balls_48221_16x9.jpg,https://www.bbc.co.uk/food/recipes/energy_balls_48221,4.875,8,30,Light meals & snacks, ,"date, coconut oil, oats, peanut butter, vanilla extract, desiccated coconut, cashew, ground almonds"
1038,1039,English almond butter toffee,https://food-images.files.bbci.co.uk/food/recipes/english_almond_butter_49759_16x9.jpg,https://www.bbc.co.uk/food/recipes/english_almond_butter_49759,2,1,150,Desserts, ,"vegetable oil, sugar, vanilla extract, milk chocolate, flaked almonds, butter"
1039,1040,English muffins,https://food-images.files.bbci.co.uk/food/recipes/english_muffins_56640_16x9.jpg,https://www.bbc.co.uk/food/recipes/english_muffins_56640,4.025,40,150,Cakes and baking,British,"vegetable oil, egg, milk, semolina, strong white flour, caster sugar, yeast, salt, butter"
1040,1041,Fabulous fish pie,https://food-images.files.bbci.co.uk/food/recipes/fabulous_fish_pie_89662_16x9.jpg,https://www.bbc.co.uk/food/recipes/fabulous_fish_pie_89662,5,13,90, ,British,"Smoked haddock, salmon, cod, onion, potato, egg, milk, double cream, cheddar, black pepper, dill, white wine, butter, plain flour"
1041,1042,Fajita chicken fried rice,https://food-images.files.bbci.co.uk/food/recipes/fajita_chicken_fried_83364_16x9.jpg,https://www.bbc.co.uk/food/recipes/fajita_chicken_fried_83364,3.9,10,60,Main course, ,"chicken thigh, lime, onion, olive oil, black pepper, cumin, coriander, oregano, smoked paprika, basmati rice"
1042,1043,Falafel,https://food-images.files.bbci.co.uk/food/recipes/homemade_falafels_with_30527_16x9.jpg,https://www.bbc.co.uk/food/recipes/homemade_falafels_with_30527,4.6875,16,60,Main course,Turkish and Middle Eastern,"lemon, tomato, spring onion, cucumber, iceburg lettuce, olive oil, yoghurt, black pepper, cumin, chilli sauce, chickpeas, hummus, pitta bread, plain flour"
1043,1044,Falafel burger ,https://food-images.files.bbci.co.uk/food/recipes/falafelburgerwithhou_72037_16x9.jpg,https://www.bbc.co.uk/food/recipes/falafelburgerwithhou_72037,3.5,6,120,Main course,Turkish and Middle Eastern,"lemon juice, garlic, onion, tomato, red onion, potato, iceburg lettuce, olive oil, vegetable oil, parsley, salt, cumin, chilli powder, coriander seeds, chickpeas, tahini, hummus, buns, plain flour"
1044,1045,Falafel wraps,https://food-images.files.bbci.co.uk/food/recipes/falafel_wraps_59124_16x9.jpg,https://www.bbc.co.uk/food/recipes/falafel_wraps_59124,4.375,8,60,Main course, ,"lemon, garlic, onion, chilli pepper, carrot, cucumber, iceburg lettuce, gherkin, olive oil, yoghurt, gram flour, harissa, black pepper, cumin, coriander, smoked paprika, chickpeas, flatbread"
1045,1046,Fast rhubarb tart with mascarpone cream,https://food-images.files.bbci.co.uk/food/recipes/fastrhubarbtartwithm_92278_16x9.jpg,https://www.bbc.co.uk/food/recipes/fastrhubarbtartwithm_92278,3.5,4,90,Desserts,British,"rhubarb, egg, mascarpone, flour, caster sugar, brown sugar, vanilla extract, puff pastry, butter"
1046,1047,Fat pancakes with fried apples,https://food-images.files.bbci.co.uk/food/recipes/fat_pancakes_with_dutch_05905_16x9.jpg,https://www.bbc.co.uk/food/recipes/fat_pancakes_with_dutch_05905,4,3,60,Brunch, ,"apple, sunflower oil, egg, milk, double cream, caster sugar, sugar, self-raising flour, Advocaat, butter"
1047,1048,Fat rascals,https://food-images.files.bbci.co.uk/food/recipes/fatrascals_93997_16x9.jpg,https://www.bbc.co.uk/food/recipes/fatrascals_93997,4.333333333,6,60,Cakes and baking, ,"currants, sultanas, raisins, orange, lemon, strawberry jam, glazed cherries, lard, clotted cream, egg, double cream, caster sugar, baking powder, self-raising flour, cinnamon, nutmeg, almond, butter, plain flour"
1048,1049,Fattoush,https://food-images.files.bbci.co.uk/food/recipes/fattoush_86811_16x9.jpg,https://www.bbc.co.uk/food/recipes/fattoush_86811,4.5,2,30,Starters & nibbles,Turkish and Middle Eastern,"lemon, garlic, tomato, shallot, cucumber, rocket, radish, Little Gem lettuce, olive oil, sumac, black pepper, mint, pitta bread"
1049,1050,Fear-free fish stew,https://food-images.files.bbci.co.uk/food/recipes/fear-free_fish_stew_76790_16x9.jpg,https://www.bbc.co.uk/food/recipes/fear-free_fish_stew_76790,4,6,150,Main course, ,"cod, orange, garlic, onion, sweet potato, chopped tomatoes, tomato purée, olive oil, honey, mace, salt, ginger, cumin, cinnamon, coriander, turmeric, smoked paprika, white rice"
1050,1051,Feather-topped Bakewell tart ,https://food-images.files.bbci.co.uk/food/recipes/marys_bakewell_tart_12584_16x9.jpg,https://www.bbc.co.uk/food/recipes/marys_bakewell_tart_12584,4.125,16,180,Cakes and baking,British,"raspberry, egg, almond extract, caster sugar, sugar, ground almonds, butter, plain flour"
1051,1052,Feijoada ,https://food-images.files.bbci.co.uk/food/recipes/andre_and_andersons_49427_16x9.jpg,https://www.bbc.co.uk/food/recipes/andre_and_andersons_49427,5,2,840,Main course,South American,"pork spare rib, pork belly, pork sausage, bacon, garlic, onion, olive oil, black pepper, dried chilli, black bean"
1052,1053,Fennel and butternut squash stew with cannellini beans,https://food-images.files.bbci.co.uk/food/recipes/butternut_squash_stew_89511_16x9.jpg,https://www.bbc.co.uk/food/recipes/butternut_squash_stew_89511,5,1,60,Main course, ,"garlic, chilli pepper, butternut squash, olive oil, black pepper, salt, bay leaf, fennel, vegetable stock, fennel seeds, cannellini beans, white wine"
1053,1054,Fennel and feta linguine,https://food-images.files.bbci.co.uk/food/recipes/fennel_and_feta_linguini_59137_16x9.jpg,https://www.bbc.co.uk/food/recipes/fennel_and_feta_linguini_59137,4.3,10,60,Main course, ,"shallot, olive oil, feta, basil, fennel, linguine"
1054,1055,Fennel and herb barbecued whole fish,https://food-images.files.bbci.co.uk/food/recipes/fennelandherbbarbecu_67598_16x9.jpg,https://www.bbc.co.uk/food/recipes/fennelandherbbarbecu_67598,5,1,150,Main course, ,"cod, orange, lemon, capers, garlic, red onion, mixed salad, olive oil, black pepper, tarragon, fennel"
1055,1056,Fennel and mushroom tartlets,https://food-images.files.bbci.co.uk/food/recipes/fennelandmushroomtar_71555_16x9.jpg,https://www.bbc.co.uk/food/recipes/fennelandmushroomtar_71555,5,1,90,Light meals & snacks,British,"lemon juice, garlic, red onion, mushroom, mixed salad, olive oil, whipping cream, parsley, chives, fennel, shortcrust pastry, butter"
1056,1057,Fennel and potato gratin,https://food-images.files.bbci.co.uk/food/recipes/fennel_and_potato_gratin_29963_16x9.jpg,https://www.bbc.co.uk/food/recipes/fennel_and_potato_gratin_29963,4.538461538,13,90,Side dishes, ,"garlic, onion, potato, parmesan, fennel, butter"
1057,1058,Fennel beetroot slaw ,https://food-images.files.bbci.co.uk/food/recipes/fennel_beetroot_slaw_05158_16x9.jpg,https://www.bbc.co.uk/food/recipes/fennel_beetroot_slaw_05158,4.25,4,30,Side dishes, ,"spring onion, beetroot, red cabbage, soured cream, fennel, nigella seeds"
1058,1059,Fennel sausages braised with lemony potatoes and bay leaves,https://food-images.files.bbci.co.uk/food/recipes/fennelsausagesbraise_86774_16x9.jpg,https://www.bbc.co.uk/food/recipes/fennelsausagesbraise_86774,4.857142857,7,90,Main course,Italian,"pork sausage, lemon, garlic, onion, olive oil, parsley, black pepper"
1059,1060,Fennel Welsh cakes with a blueberry coulis ,https://food-images.files.bbci.co.uk/food/recipes/fennel_welsh_cakes_with_35924_16x9.jpg,https://www.bbc.co.uk/food/recipes/fennel_welsh_cakes_with_35924,4.222222222,9,30,Cakes and baking,British,"blueberry, lemon juice, egg, milk, caster sugar, baking powder, fennel seeds, butter, plain flour"
1060,1061,Fesenjoon ,https://food-images.files.bbci.co.uk/food/recipes/yasmins_fesenjoon_91487_16x9.jpg,https://www.bbc.co.uk/food/recipes/yasmins_fesenjoon_91487,4.909090909,11,150,Main course,Turkish and Middle Eastern,"chicken thigh, pomegranate, tomato purée, caster sugar, molasses, black pepper, salt, cinnamon, walnut, white rice"
1061,1062,Festive berry delice,https://food-images.files.bbci.co.uk/food/recipes/frozen_berry_delice_42196_16x9.jpg,https://www.bbc.co.uk/food/recipes/frozen_berry_delice_42196,4.875,8,150,Desserts,French,"blackcurrant, fig, mixed berries, blackberry, raspberry, egg, double cream, gelatine, caster sugar, mint, liqueur"
1062,1063,Festive chocolate flapjacks,https://food-images.files.bbci.co.uk/food/recipes/festive_chocolate_94638_16x9.jpg,https://www.bbc.co.uk/food/recipes/festive_chocolate_94638,5,1,90,Cakes and baking, ,"fig, cherry, cranberry, oats, caster sugar, dark chocolate, golden syrup, walnut, pumpkin seed, ground almonds, butter"
1063,1064,"Feta, roasted red pepper and pine nut pancakes",https://food-images.files.bbci.co.uk/food/recipes/feta_roasted_red_pepper_90674_16x9.jpg,https://www.bbc.co.uk/food/recipes/feta_roasted_red_pepper_90674,5,5,40,Brunch, ,"lemon, red onion, rocket, egg, milk, feta, parsley, black pepper, salt, pine nut, butter, plain flour"
1064,1065,Fettuccine Alfredo,https://food-images.files.bbci.co.uk/food/recipes/fettuccine_alfredo_47554_16x9.jpg,https://www.bbc.co.uk/food/recipes/fettuccine_alfredo_47554,3,2,60,Main course,Italian,"double cream, parmesan, black pepper, nutmeg, fettuccine, butter"
1065,1066,Fettuccine Bolognese with pangrattato ,https://food-images.files.bbci.co.uk/food/recipes/fettucine_bolognese_with_17680_16x9.jpg,https://www.bbc.co.uk/food/recipes/fettucine_bolognese_with_17680,4.8,5,150,Main course,Italian,"beef mince, garlic, onion, chilli pepper, carrot, celery, passata, tomato purée, olive oil, vegetable oil, parmesan, mascarpone, black pepper, basil, rosemary, chicken stock, red wine, fettuccine, white bread"
1066,1067,Fideuà ,https://food-images.files.bbci.co.uk/food/recipes/marias_fideu_61565_16x9.jpg,https://www.bbc.co.uk/food/recipes/marias_fideu_61565,4.2,5,90,Main course,Spanish,"monkfish, squid, prawn, mussels, lemon, garlic, onion, tomato, olive oil, parsley, black pepper, salt, smoked paprika, almond, spaghetti"
1067,1068,Fiery red rice salad ,https://ichef.bbci.co.uk/images/ic/640xn/p01wtx28.jpg,https://www.bbc.co.uk/food/recipes/fiery_red_rice_salad_91889,5,2,60,Side dishes, ,"lime, chilli pepper, carrot, spring onion, olive oil, honey, black pepper, salt, coriander, vinegar, red rice"
