,id,title,image_url,recipe_url,rating_avg,rating_val,total_time,category,cuisine,ingredients
0,1,A classic sponge cake,https://food-images.files.bbci.co.uk/food/recipes/aclassicspongecakewi_9406_16x9.jpg,https://www.bbc.co.uk/food/recipes/aclassicspongecakewi_9406,4.285714286,7,90,Cakes and baking, ,"passion fruit, fromage frais, egg, mascarpone, caster sugar, baking powder, self-raising flour, vanilla extract, butter"
1,2,Adaptable bean soup,https://food-images.files.bbci.co.uk/food/recipes/nigelsadaptablebeans_92230_16x9.jpg,https://www.bbc.co.uk/food/recipes/nigelsadaptablebeans_92230,5,11,60,Light meals & snacks, ,"orange, swiss chard, onion, carrot, tomato, olive oil, parmesan, parsley, black pepper, bay leaf, vegetable stock, cannellini beans, French bread"
2,3,Affogato,https://food-images.files.bbci.co.uk/food/recipes/affogato_72443_16x9.jpg,https://www.bbc.co.uk/food/recipes/affogato_72443,4,6,30,Desserts,Italian,"ice cream, coffee granules"
3,4,Albanian baked lamb with rice (Tavë kosi),https://food-images.files.bbci.co.uk/food/recipes/albanian_baked_lamb_with_92485_16x9.jpg,https://www.bbc.co.uk/food/recipes/albanian_baked_lamb_with_92485,4.611111111,18,150,Main course,East European,"lamb shoulder, garlic, olive oil, egg, yoghurt, black pepper, nutmeg, oregano, long-grain rice, butter, plain flour"
4,5,All-day breakfast frittata,https://food-images.files.bbci.co.uk/food/recipes/all-day_breakfast_12416_16x9.jpg,https://www.bbc.co.uk/food/recipes/all-day_breakfast_12416,5,10,60,Main course, ,"bacon, potato, cherry tomatoes, mushroom, spinach, vegetable oil, egg, black pepper"
5,6,All-in-one turkey,https://food-images.files.bbci.co.uk/food/recipes/all-in-one_turkey_43248_16x9.jpg,https://www.bbc.co.uk/food/recipes/all-in-one_turkey_43248,5,3,180,Main course,British,"turkey breast, pancetta, dried apricots, apple, garlic, red onion, shallot, spinach, chestnut mushrooms, olive oil, double cream, mascarpone, flour, sugar, parsley, black pepper, nutmeg, rosemary, sage, chicken stock, calvados, white wine, cider, breadcrumbs, butter"
6,7,All-in-one white sauce,https://food-images.files.bbci.co.uk/food/recipes/allinonewhitesauce_66114_16x9.jpg,https://www.bbc.co.uk/food/recipes/allinonewhitesauce_66114,4,4,60,Other, ,"milk, black pepper, butter, plain flour"
7,8,Almond lentil stew,https://food-images.files.bbci.co.uk/food/recipes/almond_lentil_stew_69086_16x9.jpg,https://www.bbc.co.uk/food/recipes/almond_lentil_stew_69086,4.583333333,12,90,Main course, ,"garlic, onion, carrot, celery, cherry tomatoes, mushroom, turnip, olive oil, thyme, cinnamon, bay leaf, rosemary, vegetable stock, almond, green lentil"
8,9,Almond tart,https://food-images.files.bbci.co.uk/food/recipes/almond_tart_40368_16x9.jpg,https://www.bbc.co.uk/food/recipes/almond_tart_40368,4.888888889,9,120,Cakes and baking,Portuguese,"egg, milk, caster sugar, flaked almonds, butter, plain flour"
9,10,Aloo gobi ,https://food-images.files.bbci.co.uk/food/recipes/aloo_gobi_41709_16x9.jpg,https://www.bbc.co.uk/food/recipes/aloo_gobi_41709,4.444444444,9,90,Main course,Indian,"garlic, onion, chilli pepper, potato, cauliflower, vegetable oil, salt, ginger, cumin, coriander, turmeric, garam masala, star anise, butter"
10,11,Aloo gobi and jeera rice,https://food-images.files.bbci.co.uk/food/recipes/aloo_gobi_and_jeera_rice_60396_16x9.jpg,https://www.bbc.co.uk/food/recipes/aloo_gobi_and_jeera_rice_60396,5,12,60,Main course,Indian,"onion, chilli pepper, potato, cauliflower, sunflower oil, black pepper, ginger, cumin, cinnamon, coriander, bay leaf, turmeric, cardamom, garam masala, fenugreek, basmati rice, butter"
11,12,Alpine pizza,https://food-images.files.bbci.co.uk/food/recipes/alpine_pizza_32132_16x9.jpg,https://www.bbc.co.uk/food/recipes/alpine_pizza_32132,5,7,70,Main course,Italian,"salami, red onion, crème fraîche, gruyère, strong white flour, yeast, marjoram, black pepper, salt, breadcrumbs"
12,13,Amaretti biscuits,https://food-images.files.bbci.co.uk/food/recipes/amarettibistcuits_67183_16x9.jpg,https://www.bbc.co.uk/food/recipes/amarettibistcuits_67183,3.875,16,60,Cakes and baking,Italian,"egg, caster sugar, ground almonds, liqueur, butter"
13,14,American baked cheesecake,https://food-images.files.bbci.co.uk/food/recipes/americanbakedcheesec_8358_16x9.jpg,https://www.bbc.co.uk/food/recipes/americanbakedcheesec_8358,5,1,90,Cakes and baking,American,"sultanas, banana, lemon, egg, single cream, cream cheese, cornflour, caster sugar, sugar, vanilla extract, vanilla pod, maple syrup, basil, butter"
14,15,Anchovy and sage crisps,https://ichef.bbci.co.uk/images/ic/640xn/p015bq1b.jpg,https://www.bbc.co.uk/food/recipes/anchovy_and_sage_crisps_70251,5,1,60,Starters & nibbles, ,"anchovies, vegetable oil, egg, sage, breadcrumbs, plain flour"
15,16,Anchovy salade Niçoise,https://food-images.files.bbci.co.uk/food/recipes/salade_nicoise_77851_16x9.jpg,https://www.bbc.co.uk/food/recipes/salade_nicoise_77851,3.75,4,30,Light meals & snacks,French,"anchovies, olive, garlic, tomato, spring onion, cucumber, artichoke, olive oil, egg, chervil, black pepper, salt, basil, red wine vinegar, green beans"
16,17,Angel food cake with lemon curd,https://food-images.files.bbci.co.uk/food/recipes/angel_food_cake_with_04002_16x9.jpg,https://www.bbc.co.uk/food/recipes/angel_food_cake_with_04002,5,4,180,Cakes and baking,American,"lemon, passion fruit, lemon juice, egg, whipping cream, cream of tartar, caster sugar, vanilla extract, salt, butter, plain flour"
17,18,Any greens pie,https://food-images.files.bbci.co.uk/food/recipes/any_greens_pie_69334_16x9.jpg,https://www.bbc.co.uk/food/recipes/any_greens_pie_69334,4.6,15,90,Main course, ,"lemon, onion, celery, spinach, olive oil, egg, cheddar, black pepper, mixed herbs, filo pastry"
18,19,Anything-goes frittata,https://food-images.files.bbci.co.uk/food/recipes/anything-goes_frittata_95480_16x9.jpg,https://www.bbc.co.uk/food/recipes/anything-goes_frittata_95480,4.5,10,60,Light meals & snacks,Italian,"chilli pepper, broccoli, leek, peas, sweet potato, salad leaves, new potatoes, olive oil, egg, feta, black pepper"
19,20,Apple and passion fruit tartlets,https://food-images.files.bbci.co.uk/food/recipes/appleandpassionfruit_89981_16x9.jpg,https://www.bbc.co.uk/food/recipes/appleandpassionfruit_89981,5,1,150,Desserts,French,"apple, passion fruit, egg, milk, caster sugar, vanilla pod, salt, butter, plain flour"
20,21,Apple and pear crumble ,https://food-images.files.bbci.co.uk/food/recipes/apple_and_pear_crumble_75285_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_and_pear_crumble_75285,4.090909091,11,90,Cakes and baking,British,"apple, pear, double cream, honey, demerara sugar, cinnamon, butter, plain flour"
21,22,Apple and raisin muffins,https://food-images.files.bbci.co.uk/food/recipes/apple_and_raisin_muffins_04810_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_and_raisin_muffins_04810,4.3125,16,60,Cakes and baking,American,"raisins, apple, banana, sesame oil, egg, milk, oats, brown sugar, self-raising flour, honey, bicarbonate of soda, mixed spice, five-spice powder"
22,23,Apple and rhubarb muffins,https://food-images.files.bbci.co.uk/food/recipes/apple_and_rhubarb_37109_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_and_rhubarb_37109,5,4,60,Cakes and baking,British,"rhubarb, apple, sunflower oil, egg, buttermilk, baking powder, brown sugar, vanilla extract, demerara sugar, cinnamon, nutmeg, walnut, plain flour"
23,24,Apple and toffee crumble pie ,https://food-images.files.bbci.co.uk/food/recipes/apple_and_toffee_crumble_76635_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_and_toffee_crumble_76635,4.5,2,180,Desserts, ,"Bramley apple, apple, orange, vegetable oil, clotted cream, egg, cream of tartar, flour, caster sugar, sugar, brown sugar, treacle, golden syrup, cinnamon, flaked almonds, ground almonds, butter, plain flour"
24,25,Apple and Wensleydale pie,https://food-images.files.bbci.co.uk/food/recipes/apple_and_wensleydale_16189_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_and_wensleydale_16189,5,3,90,Desserts,British,"apple, milk, wensleydale, caster sugar, butter, plain flour"
25,26,Apple and white chocolate rocky road ,https://food-images.files.bbci.co.uk/food/recipes/apple_rocky_road_14959_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_rocky_road_14959,4.181818182,11,130,Desserts,American,"raisins, apple, marshmallow, caster sugar, white chocolate, golden syrup, salt, cinnamon, biscuits, butter"
26,27,Apple bread pudding,https://food-images.files.bbci.co.uk/food/recipes/bread_pudding_zemlovka_35608_16x9.jpg,https://www.bbc.co.uk/food/recipes/bread_pudding_zemlovka_35608,4.888888889,9,60,Desserts,East European,"raisins, apple, lemon juice, egg, milk, ice cream, tea, brown sugar, vanilla extract, cinnamon, nutmeg, brioche, butter"
27,28,Apple cake,https://food-images.files.bbci.co.uk/food/recipes/applecake_90046_16x9.jpg,https://www.bbc.co.uk/food/recipes/applecake_90046,4.470588235,17,150,Cakes and baking, ,"sultanas, apple, egg, double cream, mascarpone, brown sugar, bicarbonate of soda, cinnamon, nutmeg, mixed spice, pecan, cider, butter, plain flour"
28,29,Apple crumble cake,https://food-images.files.bbci.co.uk/food/recipes/apple_crumble_cake_23289_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_crumble_cake_23289,4.666666667,15,90,Cakes and baking, ,"apple, lemon, egg, caster sugar, baking powder, brown sugar, cinnamon, butter, plain flour"
29,30,Apple crumble with cardamom custard,https://food-images.files.bbci.co.uk/food/recipes/apple_crumble_with_63159_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_crumble_with_63159,4.5,2,90,Desserts,British,"apple, egg, whipping cream, flour, caster sugar, vanilla extract, cinnamon, cardamom, flaked almonds, breadcrumbs, butter, plain flour"
30,31,Apple crumble with walnuts,https://food-images.files.bbci.co.uk/food/recipes/apple_crumble_with_81274_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_crumble_with_81274,4.909090909,11,90,Desserts,British,"apple, lemon, oats, sugar, walnut, sunflower seed, butter, plain flour"
31,32,Apple frangipane tart,https://food-images.files.bbci.co.uk/food/recipes/apple_frangipane_tart_14091_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_frangipane_tart_14091,4.647058824,17,60,Cakes and baking, ,"Bramley apple, egg, digestive biscuit, almond extract, caster sugar, flaked almonds, ground almonds, butter"
32,33,Apple momos,https://food-images.files.bbci.co.uk/food/recipes/apple_momos_90762_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_momos_90762,5,1,120,Desserts,Thai and South-East Asian,"apple, lemon, ghee, vegetable oil, double cream, brown sugar, cinnamon, saffron, walnut, ground almonds, biscuits, plain flour"
33,34,Apple palm pies,https://food-images.files.bbci.co.uk/food/recipes/apple_palm_pies_70419_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_palm_pies_70419,4.375,16,60,Desserts, ,"raisins, vegetable oil, ice cream, demerara sugar, mixed spice, apple sauce, mixed nuts, filo pastry"
34,35,"Apple rings with ginger, lemon and black pepper tahini spread",https://food-images.files.bbci.co.uk/food/recipes/apple_rings_with_ginger_57928_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_rings_with_ginger_57928,5,2,30,Light meals & snacks, ,"apple, honey, black pepper, salt, ginger, tahini"
35,36,Apple sandwich cake,https://food-images.files.bbci.co.uk/food/recipes/apple_sandwich_cake_28507_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_sandwich_cake_28507,4.926829268,41,60,Cakes and baking,British,"apple, lemon curd, egg, double cream, caster sugar, baking powder, self-raising flour, margarine"
36,37,Apple strudel,https://food-images.files.bbci.co.uk/food/recipes/apple_strudel_24124_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_strudel_24124,4.7,10,90,Cakes and baking, ,"raisins, Bramley apple, lemon, lemon juice, caster sugar, cinnamon, filo pastry, breadcrumbs, butter"
37,38,Apple tart 'Maman Blanc',https://food-images.files.bbci.co.uk/food/recipes/appletartmamanblanc_93268_16x9.jpg,https://www.bbc.co.uk/food/recipes/appletartmamanblanc_93268,4.857142857,7,90,Cakes and baking,French,"apple, lemon juice, egg, double cream, caster sugar, salt, calvados, butter, plain flour"
38,39,Apple tarte tatin,https://food-images.files.bbci.co.uk/food/recipes/tartetatin_80584_16x9.jpg,https://www.bbc.co.uk/food/recipes/tartetatin_80584,4.181818182,11,180,Desserts,French,"apple, lemon, egg, double cream, caster sugar, butter, plain flour"
39,40,"Apple, rocket and feta buckwheat galettes",https://food-images.files.bbci.co.uk/food/recipes/apple_rocket_and_feta_26780_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_rocket_and_feta_26780,5,1,180,Main course,French,"apple, lemon juice, red onion, rocket, ghee, olive oil, egg, feta, buckwheat flour, black pepper, salt, butter"
40,41,"Apple, sultana and cinnamon swirls",https://food-images.files.bbci.co.uk/food/recipes/apple_sultana_and_48182_16x9.jpg,https://www.bbc.co.uk/food/recipes/apple_sultana_and_48182,4.5,2,180,Cakes and baking, ,"sultanas, Bramley apple, apricot, orange, lemon, lemon juice, vegetable oil, egg, milk, strong white flour, caster sugar, vanilla extract, yeast, salt, cinnamon, butter"
41,42,Apricot and almond crumble ,https://food-images.files.bbci.co.uk/food/recipes/apricot_almond_crumble_19132_16x9.jpg,https://www.bbc.co.uk/food/recipes/apricot_almond_crumble_19132,5,1,90,Desserts,British,"apricot, sunflower oil, custard, oats, marzipan, demerara sugar, flaked almonds, plain flour"
42,43,Apricot and brandy Christmas cake,https://food-images.files.bbci.co.uk/food/recipes/apricotandbrandychri_77766_16x9.jpg,https://www.bbc.co.uk/food/recipes/apricotandbrandychri_77766,5,6,840,Cakes and baking,British,"currants, sultanas, raisins, dried apricots, orange, apricot jam, glazed cherries, egg, sugar, brandy, butter, plain flour"
43,44,Apricot and chocolate bars,https://food-images.files.bbci.co.uk/food/recipes/apricot_and_chocolate_85056_16x9.jpg,https://www.bbc.co.uk/food/recipes/apricot_and_chocolate_85056,4.727272727,22,30,Light meals & snacks, ,"date, dried apricots, coconut oil, cocoa powder, brazil nut"
44,45,Apricot couronne,https://food-images.files.bbci.co.uk/food/recipes/apricot_couronne_12975_16x9.jpg,https://www.bbc.co.uk/food/recipes/apricot_couronne_12975,4.25,4,180,Cakes and baking, ,"raisins, dried apricots, orange, apricot jam, egg, milk, caster sugar, sugar, yeast, salt, walnut, flaked almonds, white bread, butter, plain flour"
45,46,Apricot frangipane tart,https://food-images.files.bbci.co.uk/food/recipes/apricot_frangipane_tart_19845_16x9.jpg,https://www.bbc.co.uk/food/recipes/apricot_frangipane_tart_19845,4.285714286,7,120,Cakes and baking, ,"apricot, apricot jam, egg, almond extract, caster sugar, flaked almonds, ground almonds, butter, plain flour"
46,47,Apricot tarte tatin,https://food-images.files.bbci.co.uk/food/recipes/apricot_tarte_tatin_49907_16x9.jpg,https://www.bbc.co.uk/food/recipes/apricot_tarte_tatin_49907,4,12,90,Desserts,French,"apricot, ice cream, caster sugar, butter, plain flour"
47,48,Arancini with tomato and olive tapenade ,https://food-images.files.bbci.co.uk/food/recipes/arancini_with_tomato_and_49993_16x9.jpg,https://www.bbc.co.uk/food/recipes/arancini_with_tomato_and_49993,4,1,90,Starters & nibbles, ,"lemon, olive, garlic, tomato, spring onion, vegetable oil, egg, parsley, black pepper, mayonnaise, vegetable stock, white wine, arborio rice, butter, plain flour"
48,49,Arlettes,https://food-images.files.bbci.co.uk/food/recipes/arlettes_17164_16x9.jpg,https://www.bbc.co.uk/food/recipes/arlettes_17164,5,2,150,Cakes and baking,French,"caster sugar, sugar, salt, cinnamon, white bread, butter, plain flour"
49,50,Aromatic beef curry,https://food-images.files.bbci.co.uk/food/recipes/aromatic_beef_curry_90850_16x9.jpg,https://www.bbc.co.uk/food/recipes/aromatic_beef_curry_90850,4.3125,64,150,Main course,Indian,"braising steak, garlic, onion, chopped tomatoes, vegetable oil, yoghurt, sugar, black pepper, salt, ginger, cumin, cinnamon, coriander, turmeric, chilli powder, cloves, cardamom, vinegar"
50,51,Arroz verde,https://food-images.files.bbci.co.uk/food/recipes/arroz_verde_49624_16x9.jpg,https://www.bbc.co.uk/food/recipes/arroz_verde_49624,5,3,90,Main course,Spanish,"clams, prawn, garlic, onion, carrot, celery, shallot, mushroom, olive oil, egg, parsley, salt, thyme, cloves, fennel, beef stock, Calasparra rice"
51,52,Artichoke pasta,https://food-images.files.bbci.co.uk/food/recipes/artichokepasta_1398_16x9.jpg,https://www.bbc.co.uk/food/recipes/artichokepasta_1398,4.571428571,7,60,Main course,Italian,"lemon, garlic, artichoke, parmesan, parsley, thyme, linguine"
52,53,Asparagus and poached egg puff tarts with parmesan and basil ,https://food-images.files.bbci.co.uk/food/recipes/asparagus_and_poached_80127_16x9.jpg,https://www.bbc.co.uk/food/recipes/asparagus_and_poached_80127,5,3,60,Main course, ,"lemon, asparagus, olive oil, egg, parmesan, cream cheese, puff pastry, black pepper, basil, plain flour"
53,54,Asparagus risotto,https://food-images.files.bbci.co.uk/food/recipes/asparagusrisotto_85593_16x9.jpg,https://www.bbc.co.uk/food/recipes/asparagusrisotto_85593,4.529411765,17,60,Main course, ,"garlic, shallot, asparagus, olive oil, parmesan, black pepper, vegetable stock, white wine, risotto rice, butter"
54,55,Asparagus soup,https://food-images.files.bbci.co.uk/food/recipes/asparagussoup_83241_16x9.jpg,https://www.bbc.co.uk/food/recipes/asparagussoup_83241,4.952380952,21,60,Light meals & snacks, ,"onion, asparagus, olive oil, double cream, black pepper, vegetable stock"
55,56,"Asparagus with cured ham, poached duck egg and hollandaise sauce",https://ichef.bbci.co.uk/images/ic/640xn/p02gx6yb.jpg,https://www.bbc.co.uk/food/recipes/asparagus_with_cured_ham_54730,5,2,70,Starters & nibbles, ,"serrano ham, shallot, asparagus, egg, black pepper, white wine vinegar, butter"
56,57,Asparagus with fettuccine and smoked bacon,https://food-images.files.bbci.co.uk/food/recipes/asparaguswithfettucc_88830_16x9.jpg,https://www.bbc.co.uk/food/recipes/asparaguswithfettucc_88830,4.8,5,60,Main course, ,"pancetta, asparagus, olive oil, vegetable oil, egg, parmesan, parsley, black pepper, fettuccine"
57,58,Asparagus with pearl barley and bacon,https://food-images.files.bbci.co.uk/food/recipes/asparagus_with_pearl_43154_16x9.jpg,https://www.bbc.co.uk/food/recipes/asparagus_with_pearl_43154,5,2,90,Main course, ,"lardons, tomato, shallot, asparagus, single cream, chicken stock, broad beans, white wine, pearl barley, butter"
58,59,"Asparagus, pea, feta and mint salad",https://food-images.files.bbci.co.uk/food/recipes/asparagus_pea_feta_and_41658_16x9.jpg,https://www.bbc.co.uk/food/recipes/asparagus_pea_feta_and_41658,5,1,40,Side dishes, ,"lemon juice, onion, peas, asparagus, olive oil, feta, black pepper, mint"
59,60,Aubergine and bean casserole,https://food-images.files.bbci.co.uk/food/recipes/aubergine_and_bean_82086_16x9.jpg,https://www.bbc.co.uk/food/recipes/aubergine_and_bean_82086,4.666666667,9,90,Main course, ,"garlic, onion, aubergine, chestnut mushrooms, vegetable oil, brown sugar, molasses, parsley, smoked paprika, sherry vinegar, ketchup, Dijon mustard, vegetable stock, butter beans, flatbread"
60,61,Aubergine and feta tart,https://food-images.files.bbci.co.uk/food/recipes/aubergine_and_feta_tart_82948_16x9.jpg,https://www.bbc.co.uk/food/recipes/aubergine_and_feta_tart_82948,4.714285714,14,60,Main course, ,"garlic, tomato, red onion, aubergine, rocket, olive oil, egg, feta, puff pastry, salt, basil, balsamic vinegar, mayonnaise, pine nut"
61,62,Aubergine and mozzarella bake ,https://food-images.files.bbci.co.uk/food/recipes/aubergine_and_mozzarella_51464_16x9.jpg,https://www.bbc.co.uk/food/recipes/aubergine_and_mozzarella_51464,4.655172414,29,90,Main course,Italian,"garlic, onion, aubergine, chopped tomatoes, olive oil, mozzarella, salt"
62,63,Aubergine chips with fennel yoghurt,https://food-images.files.bbci.co.uk/food/recipes/aubergine_chips_with_67293_16x9.jpg,https://www.bbc.co.uk/food/recipes/aubergine_chips_with_67293,5,1,40,Starters & nibbles, ,"lemon juice, aubergine, vegetable oil, egg, yoghurt, black pepper, salt, coriander, fennel, mayonnaise, fennel seeds, sesame seeds, coriander seeds, breadcrumbs, plain flour"
63,64,Aubergine parmigiana,https://food-images.files.bbci.co.uk/food/recipes/aubergine_parmigiana_57566_16x9.jpg,https://www.bbc.co.uk/food/recipes/aubergine_parmigiana_57566,4.541666667,24,90,Main course,Italian,"garlic, red onion, aubergine, chopped tomatoes, olive oil, parmesan, mozzarella, ricotta, black pepper, oregano, red wine"
64,65,Aubergines in tamarind sauce with baked halloumi and saffron rice,https://food-images.files.bbci.co.uk/food/recipes/aubergines_in_tamarind_83142_16x9.jpg,https://www.bbc.co.uk/food/recipes/aubergines_in_tamarind_83142,4.7,10,150,Main course,Turkish and Middle Eastern,"tamarind, lime, garlic, onion, aubergine, peas, chopped tomatoes, vegetable oil, halloumi, honey, harissa, black pepper, cinnamon, dill, saffron, basmati rice, butter"
65,66,Aussie olive damper bread,https://food-images.files.bbci.co.uk/food/recipes/aussie_olive_damper_47860_16x9.jpg,https://www.bbc.co.uk/food/recipes/aussie_olive_damper_47860,4,4,90,Cakes and baking, ,"olive, olive oil, self-raising flour, salt, rosemary, balsamic vinegar"
66,67,Authentic ragù alla bolognese,https://food-images.files.bbci.co.uk/food/recipes/rag_alla_bolognese_51842_16x9.jpg,https://www.bbc.co.uk/food/recipes/rag_alla_bolognese_51842,5,12,150,Main course,Italian,"beef mince, pancetta, garlic, onion, carrot, celery, tomato purée, olive oil, milk, black pepper, bay leaf, nutmeg, beef stock, red wine, butter"
67,68,Autumn pudding,https://food-images.files.bbci.co.uk/food/recipes/autumn_pudding_30736_16x9.jpg,https://www.bbc.co.uk/food/recipes/autumn_pudding_30736,5,3,840,Desserts,British,"plum, apple, pear, blackberry, sunflower oil, caster sugar, white bread, butter"
68,69,Baba ganoush,https://food-images.files.bbci.co.uk/food/recipes/baba_ganoush_44415_16x9.jpg,https://www.bbc.co.uk/food/recipes/baba_ganoush_44415,3.333333333,18,60,Side dishes,Turkish and Middle Eastern,"lemon, garlic, aubergine, olive oil, parsley, black pepper, tahini"
69,70,Baby aubergines with oregano and red onions,https://food-images.files.bbci.co.uk/food/recipes/baby_aubergines_with_49593_16x9.jpg,https://www.bbc.co.uk/food/recipes/baby_aubergines_with_49593,4,4,90,Starters & nibbles,Italian,"garlic, red onion, aubergine, olive oil, salt, oregano, red wine vinegar"
70,71,Baby courgettes and chanterelle mushrooms with basil,https://food-images.files.bbci.co.uk/food/recipes/babycourgettesandcha_91629_16x9.jpg,https://www.bbc.co.uk/food/recipes/babycourgettesandcha_91629,5,2,40, , ,"lemon, garlic, courgette, chanterelle mushrooms, olive oil, black pepper, salt, basil"
71,72,Back-to-front baked cheesecake ,https://food-images.files.bbci.co.uk/food/recipes/back-to-front_baked_75383_16x9.jpg,https://www.bbc.co.uk/food/recipes/back-to-front_baked_75383,4.583333333,12,840,Cakes and baking, ,"egg, double cream, soured cream, cream cheese, caster sugar, honey, vanilla extract, dark chocolate, demerara sugar, salt, hazelnut, butter, plain flour"
72,73,Bacon and cheese straws,https://food-images.files.bbci.co.uk/food/recipes/bacon_and_mature_cheddar_58920_16x9.jpg,https://www.bbc.co.uk/food/recipes/bacon_and_mature_cheddar_58920,5,12,60,Starters & nibbles, ,"bacon, egg, cheddar, puff pastry, black pepper, English mustard, plain flour"
73,74,Bacon and egg canapés ,https://food-images.files.bbci.co.uk/food/recipes/bacon_and_egg_canapes_11283_16x9.jpg,https://www.bbc.co.uk/food/recipes/bacon_and_egg_canapes_11283,5,1,150,Starters & nibbles, ,"bacon, rocket, sunflower oil, egg, black pepper, mayonnaise, butter, plain flour"
74,75,Bacon and egg pie,https://food-images.files.bbci.co.uk/food/recipes/bacon_and_egg_pie_06890_16x9.jpg,https://www.bbc.co.uk/food/recipes/bacon_and_egg_pie_06890,5,5,150,Main course,British,"pork loin, bacon, lemon juice, garlic, onion, vegetable oil, egg, cheddar, cream cheese, black pepper, salt, chives, butter, plain flour"
75,76,Bacon and kale pasta,https://food-images.files.bbci.co.uk/food/recipes/bacon_and_kale_pasta_28231_16x9.jpg,https://www.bbc.co.uk/food/recipes/bacon_and_kale_pasta_28231,4.444444444,9,60,Main course,Italian,"bacon, garlic, kale, olive oil, egg, parmesan, black pepper, dried chilli, pasta"
76,77,Bacon and sprout salad,https://food-images.files.bbci.co.uk/food/recipes/baconbutteredbrussel_84617_16x9.jpg,https://www.bbc.co.uk/food/recipes/baconbutteredbrussel_84617,5,3,60,Side dishes, ,"lardons, cranberry, salad leaves, Brussels sprouts, olive oil, walnut oil, honey, sherry vinegar, mustard, pecan, Marsala wine"
77,78,Bacon eggy bread,https://food-images.files.bbci.co.uk/food/recipes/bacon_eggy_bread_22406_16x9.jpg,https://www.bbc.co.uk/food/recipes/bacon_eggy_bread_22406,5,2,40,Brunch, ,"pancetta, egg, milk, black pepper, white bread"
78,79,Bacon rarebit with apple chutney,https://food-images.files.bbci.co.uk/food/recipes/bacon_rarebit_with_apple_45531_16x9.jpg,https://www.bbc.co.uk/food/recipes/bacon_rarebit_with_apple_45531,4.5,2,60,Light meals & snacks,British,"bacon, sultanas, apple, onion, tomato, cheddar, brown sugar, black pepper, vinegar, worcestershire sauce, English mustard, Tabasco, beer, white bread, plain flour"
79,80,"Bacon, egg and cheese muffins",https://food-images.files.bbci.co.uk/food/recipes/bacon_egg_and_cheese_08419_16x9.jpg,https://www.bbc.co.uk/food/recipes/bacon_egg_and_cheese_08419,5,1,60,Cakes and baking, ,"bacon, spring onion, kale, egg, yoghurt, cheddar, baking powder, coconut flour, black pepper, salt"
80,81,"Bacon, egg and spinach salad with roasted tomatoes",https://food-images.files.bbci.co.uk/food/recipes/low-fat_bacon_egg_50154_16x9.jpg,https://www.bbc.co.uk/food/recipes/low-fat_bacon_egg_50154,5,1,40,Main course, ,"bacon, garlic, tomato, spinach, olive oil, egg, black pepper, basil, sherry vinegar, white wine vinegar, wholegrain mustard, wholemeal bread"
81,82,Bagels,https://food-images.files.bbci.co.uk/food/recipes/bagels_47163_16x9.jpg,https://www.bbc.co.uk/food/recipes/bagels_47163,5,3,180,Cakes and baking, ,"vegetable oil, egg, flour, honey, yeast, molasses, salt, sesame seeds, polenta"
82,83,Baguettes,https://food-images.files.bbci.co.uk/food/recipes/baguettes_11543_16x9.jpg,https://www.bbc.co.uk/food/recipes/baguettes_11543,3.571428571,7,180,Cakes and baking,French,"olive oil, strong white flour, yeast, salt"
83,84,Bake-in-a-bag fish,https://food-images.files.bbci.co.uk/food/recipes/how_to_make_trout_en_49680_16x9.jpg,https://www.bbc.co.uk/food/recipes/how_to_make_trout_en_49680,4.75,4,60,Main course, ,"sea bass, lemon juice, capers, onion, tomato, olive oil, dill, fennel, white wine"
84,85,Baked Alaska with creamy chocolate sauce,https://ichef.bbci.co.uk/images/ic/640xn/p02fjgnl.jpg,https://www.bbc.co.uk/food/recipes/baked_alaska_with_creamy_40265,5,1,60,Desserts,British,"egg, double cream, ice cream, caster sugar, milk chocolate"
85,86,Baked Alaska with hot chocolate sauce,https://food-images.files.bbci.co.uk/food/recipes/baked_alaska_with_hot_20041_16x9.jpg,https://www.bbc.co.uk/food/recipes/baked_alaska_with_hot_20041,3,11,120,Desserts, ,"egg, double cream, ice cream, cream of tartar, caster sugar, self-raising flour, dark chocolate, brandy, butter"
